Svtotal,Ax,Ay,Az
1.03929778,0.32105859,0.86491759,-0.47851732
1.02655503,0.3313757,0.86540888,-0.4416705
1.02790844,0.33063876,0.86540888,-0.44535518
1.02874961,0.33014747,0.86418066,-0.45002245
1.04730143,0.32695408,0.86811098,-0.48613232
1.02844145,0.31025019,0.84207257,-0.50234492
0.99717638,0.2156767,0.83937047,-0.49325604
1.01738195,0.15795002,0.86663711,-0.50897735
1.02163717,0.14886114,0.86786534,-0.51806623
1.00530179,0.16605632,0.87891938,-0.45886568
1.30291825,0.16409115,1.25475691,-0.31025019
1.55568242,0.312461,1.51735188,-0.14198306
1.44821962,0.76297474,1.20832992,-0.23483704
1.18926628,0.78606541,0.88260406,-0.13215725
0.93398502,0.50332751,0.74799036,-0.24392592
0.551197,0.30042437,0.455181,-0.07983477
0.47391245,0.23557398,0.41121047,-0.00196516
0.60962968,0.26234933,0.55024578,-0.00712372
0.80101377,0.35495766,0.71040661,-0.10464496
1.19011182,0.56498451,0.99560097,-0.32548021
1.15632534,0.49399298,1.02163938,-0.22206348
1.09400987,0.46402424,0.96857997,-0.20830733
1.07852406,0.37927656,0.98675773,-0.21371153
1.06624768,0.44412695,0.94180462,-0.22943284
0.99946814,0.482202,0.83077288,-0.27610547
0.91591151,0.4497768,0.74848165,-0.27635112
0.89610827,0.45370713,0.72416276,-0.26971869
0.90094138,0.48121942,0.7163021,-0.25891029
0.96001233,0.55614128,0.73963842,-0.25547126
1.06417826,0.65808413,0.81652544,-0.18079504
0.95044147,0.5573695,0.7568336,-0.14100048
0.84692741,0.33334086,0.74774472,-0.21690492
0.99824126,0.36036186,0.88456923,-0.29010726
1.22528923,0.43110775,1.05725797,-0.44461825
1.06253193,0.57579291,0.78311766,-0.42914258
1.30755526,0.72072372,1.07420751,-0.19062086
0.83426392,0.31958472,0.75241198,-0.16654761
0.88671379,0.47213053,0.70377418,-0.26087546
1.00383874,0.57677549,0.78238073,-0.25080399
1.09806899,0.62443071,0.86467195,-0.2611211
1.26175976,0.77230926,0.91208152,-0.40457804
0.94765744,0.5600716,0.7325147,-0.21862444
1.00404634,0.6735598,0.73570809,-0.11471642
1.02785895,0.71040661,0.72219759,-0.17391697
1.02640847,0.74037535,0.68633336,-0.18521666
1.03879402,0.76395732,0.69075498,-0.13535064
0.9466629,0.69001804,0.64359105,-0.07639573
0.91228589,0.6730685,0.61362231,-0.05207683
0.99510291,0.77353749,0.57947759,-0.2368022
1.16539284,0.96759739,0.48343023,-0.43380985
1.053824,0.90102747,0.44388131,-0.31884778
1.01080281,0.86000468,0.50013411,-0.17882988
1.02183584,0.84330079,0.57456468,-0.05355071
1.12649694,1.01304179,0.44682905,-0.2075704
1.06447676,0.95433253,0.45272455,-0.1319116
1.06191165,0.9725103,0.40556062,-0.1319116
1.02105605,0.93124186,0.41317563,-0.06804379
1.01619875,0.97029949,0.29010726,-0.08376509
0.98721235,0.93689171,0.29698534,-0.09285398
0.94343348,0.92338121,0.17612778,-0.08008041
1.33187002,1.31174665,0.13510499,-0.18693618
1.39720993,1.37168413,0.20192055,-0.17293439
1.37325488,1.35915622,0.12134885,-0.15426534
1.29566313,1.29135808,0.08769542,-0.05870926
1.28674451,1.26630224,0.22845026,-0.00073694
1.34397202,1.32427456,0.22722203,0.03046003
1.3915892,1.38789673,0.0805717,0.06141136
1.26008343,1.25672207,0.07615009,0.05158554
1.15742889,1.15576179,0.04962038,0.03733811
1.0943737,1.0936135,0.03217955,0.02505583
1.08101592,1.08083993,0.01154534,0.01572131
1.05238305,1.05234506,-0.00859759,0.00245645
1.05373622,1.05357329,-0.01154534,0.01449308
1.05485203,1.05406458,-0.03340778,0.02333632
1.11940266,1.10908916,-0.04200537,0.14566775
1.13778515,1.1260387,-0.04912909,0.15549356
1.10967021,1.09435043,-0.09752124,0.15573921
1.1088945,1.08992882,-0.0994864,0.17833859
1.07523372,1.05529281,-0.08302816,0.1886557
1.06973628,1.04915167,-0.09162575,0.18767312
1.15849403,1.14519904,-0.15721308,0.07688702
1.10824252,1.09385914,-0.17612778,0.02554713
1.08067073,1.06978589,-0.15156324,0.02087986
1.07172383,1.06536427,-0.11225997,0.03144262
1.07552884,1.06978589,-0.08769542,0.06804379
1.05621852,1.05062555,-0.05011167,0.09629301
1.03993767,1.03244778,-0.01154534,0.12405095
1.08459107,1.080103,0.02603842,0.09506479
1.07487846,1.06610121,0.0567441,0.12478788
1.12541382,1.11572159,0.09432785,0.11324255
1.06898226,1.06413604,0.05060296,0.08818671
1.09304865,1.0909114,-0.00614114,0.06804379
1.10305394,1.10049157,0.00835194,0.07467621
1.09671338,1.09385914,0.00589549,0.07885219
1.07598776,1.07248799,0.00024565,0.08671284
1.11917416,1.114739,0.00319339,0.0994864
1.10892372,1.1044219,-0.02014293,0.09776688
1.07877468,1.07322493,-0.06141136,0.09039752
1.10131094,1.09656124,-0.05920055,0.0832738
1.09915896,1.09533302,-0.04667263,0.07885219
1.09754168,1.09435043,-0.04421618,0.07099153
1.09872361,1.09557866,-0.03881198,0.07344799
1.0985024,1.09533302,-0.03807504,0.07418492
1.0987383,1.09606995,-0.02063422,0.07369363
1.08065608,1.07617267,-0.01056275,0.09776688
1.09867828,1.09263092,0.00958017,0.11471642
1.07863553,1.07322493,-0.03316213,0.10267979
1.08035607,1.07543573,-0.04298795,0.09359091
1.09075286,1.08599849,-0.04470747,0.0913801
1.09463869,1.08968317,-0.04544441,0.09359091
1.09251366,1.08648978,-0.06092007,0.09702995
1.05378177,1.04939732,-0.06067442,0.07443057
1.06277746,1.0584862,-0.05748103,0.07615009
1.0885565,1.08329639,-0.0621483,0.08695849
1.10689683,1.10122851,-0.06313088,0.09236269
1.12083901,1.11719546,-0.04814651,0.07639573
1.09694178,1.09263092,-0.07467621,0.0621483
1.10093608,1.09754382,-0.0778696,0.03733811
1.13106868,1.12702128,-0.07221976,0.06263959
1.1028105,1.10000028,-0.07737831,0.01424744
1.11469088,1.11056303,-0.09531043,0.01007146
1.12043412,1.11547594,-0.08351945,0.06411346
1.0778661,1.06855766,-0.12429659,0.06730685
1.1121808,1.10270238,-0.13903532,0.04077714
1.22889787,1.22208606,-0.1292095,0.00073694
1.29149239,1.28472565,-0.12699869,-0.03610988
1.0766546,1.05897749,-0.19283167,-0.02382761
1.20572444,1.19825845,-0.09727559,-0.09211704
1.17872052,1.17271133,-0.08130864,-0.08671284
1.11347317,1.10687835,-0.07197411,-0.09727559
1.08519141,1.08403332,0.05011167,0.00098258
1.05556978,1.04890603,0.06927201,0.09604737
1.03093674,1.00935711,0.12601611,0.16777584
1.0214695,0.99289887,0.14787855,0.18890134
1.05330774,1.0098484,0.22550251,0.19700764
1.07001958,1.00862017,0.30214389,0.19062086
1.10228948,0.98110789,0.43749453,0.24711931
1.07388719,0.97128207,0.3849264,0.24834754
1.09570274,0.98159918,0.41489515,0.25473432
1.0911608,0.95556076,0.42594919,0.31000454
1.08976338,0.93320702,0.47065666,0.30853067
1.04225418,0.83912482,0.55000014,0.28224661
0.92233464,0.79146961,0.43921405,0.17711036
0.92088547,0.77943298,0.46353294,0.16016083
0.9714219,0.76739635,0.57456468,0.15696744
1.0472942,0.66790995,0.77501136,0.223783
1.01405115,0.63327394,0.76248344,0.21420282
0.89542595,0.55884338,0.68854417,0.12405095
0.87189457,0.55343918,0.67184028,-0.05035732
0.96896696,0.55049143,0.79711945,-0.02137115
0.82375436,0.50013411,0.65145171,-0.06362217
0.73742998,0.44732035,0.58611002,-0.0135105
0.71670201,0.48416716,0.52666382,-0.0432336
0.70085937,0.54213949,0.44191615,-0.04470747
0.8753916,0.66520785,0.56228241,-0.08744978
0.90383039,0.48932572,0.74209487,0.16359986
1.03370047,0.55982596,0.85509178,0.15475663
0.95861423,0.49104523,0.82266658,0.03217955
1.03334044,0.38615463,0.95408689,-0.09162575
1.10228995,0.14124613,1.05332764,0.29256372
1.24535997,0.13166596,1.17615036,0.3876285
1.17544839,0.42865129,1.08354203,0.15451098
1.17645897,0.44805728,1.07396186,0.17293439
1.87618664,-0.05723539,1.77503395,0.60502472
2.19253604,0.28544,1.95067044,0.95949109
2.20427761,0.63376523,2.05924572,0.46549811
1.04565583,0.36355525,0.97668627,-0.08548461
0.217872,-0.05772668,0.0702546,0.19799022
8.16993489,1.36750816,2.5721534,7.63294074
2.02153287,0.97177336,-0.92534637,-1.51194768
1.64901017,-0.32965618,-1.39551174,-0.81431463
1.38669009,-0.59298809,-0.84477467,0.92608331
0.90954065,0.08548461,0.07958912,0.90201005
0.8163655,0.44461825,0.28298355,0.62344813
0.48951435,0.38025914,0.1075927,0.28887904
0.90468031,-0.12355966,-0.82291222,0.35495766
1.19855246,-0.11176868,-1.07322493,0.52175091
1.41680926,-0.63892379,-0.12429659,1.25844159
2.50275192,-1.45323842,0.38566334,2.00078211
2.22873365,-1.2525461,-0.35765976,1.80844173
1.06874755,-0.13535064,-0.65169735,0.83617708
1.32322486,0.21395718,-1.01942857,0.81603415
1.11704273,-0.79638252,-0.15942389,0.76690506
1.44733928,-0.73767326,-0.7108979,1.02237632
1.38919387,-0.46820021,-0.76420296,1.06143394
1.47658324,-0.55663257,-0.67552496,1.18916957
1.24274099,-0.41342127,-0.82364916,0.83372062
1.03906424,-0.16826713,-0.40310417,0.9427872
1.02050192,-0.13952661,-0.50332751,0.87670857
1.22747871,-0.09359091,-0.54705239,1.09484172
1.24750736,-0.07443057,-0.60674424,1.08747236
1.17169066,-0.03733811,-0.64506492,0.9774232
1.02109541,0.08720413,-0.34513184,0.95703463
1.04308224,0.08130864,-0.37215284,0.97103642
0.9682191,0.16286293,-0.35962492,0.88407794
0.94572697,0.24048689,-0.33039312,0.85288097
1.10961417,0.41563208,-0.223783,1.00419856
1.12026613,0.65636461,-0.33309522,0.84452902
1.13464296,0.58021453,-0.36060751,0.90594038
1.21353835,0.67822706,-0.42201887,0.91355539
1.300075,0.78581976,-0.50283621,0.90544909
1.40766473,0.95949109,-0.52518995,0.8860431
1.32413795,0.98159918,-0.47606086,0.75044682
1.24252109,1.13267112,0.3232694,0.39548916
1.17301415,0.65145171,-0.24859318,0.94327849
1.02663208,0.3984369,-0.05993749,0.94426107
1.00884118,0.44953115,0.027021,0.90274699
1.02069322,0.49178217,0.0594462,0.89242988
1.0412998,0.53255931,-0.03439036,0.8941494
1.10091764,0.57333646,-0.10513625,0.93394396
1.09970777,0.58832083,-0.14493081,0.91773136
1.10935452,0.60134004,-0.09801253,0.92706589
1.00699366,0.37043332,-0.12282272,0.92829412
1.07351796,0.3556946,-0.13043773,1.0044442
1.09714021,0.40580627,-0.10857528,1.01353308
1.10246606,0.42840565,-0.11225997,1.00960276
1.08614036,0.42987952,-0.13707016,0.98798596
1.06604602,0.41784289,-0.11496207,0.97398417
1.05450878,0.42079064,-0.0729567,0.96415835
1.06480657,0.41980806,-0.07467621,0.97570369
1.06687966,0.44093356,-0.09481914,0.96686045
1.06517307,0.45984826,-0.11127738,0.95433253
1.05972823,0.47065666,-0.12970079,0.94057639
1.06311614,0.47827167,-0.14149177,0.93885687
1.07767891,0.51339897,-0.12970079,0.93861122
1.07555914,0.52985721,-0.1589326,0.92239863
1.07865922,0.53477012,-0.16753019,0.92166169
1.07607959,0.54140255,-0.17391697,0.91355539
1.08077098,0.54852627,-0.17293439,0.91502926
1.07999419,0.54950885,-0.18767312,0.91060764
1.08465172,0.54017432,-0.20928991,0.91699443
1.0831254,0.54533288,-0.20732475,0.91257281
1.07865117,0.53820916,-0.20585088,0.91183587
1.08233416,0.54754368,-0.21862444,0.9076599
1.10831057,0.58095146,-0.22353735,0.91699443
1.09891332,0.56793226,-0.18988392,0.92141604
1.04997286,0.48392152,-0.17981246,0.91429233
1.08929049,0.51929446,-0.19307732,0.93787429
1.09121848,0.54213949,-0.16114341,0.93320702
1.07858532,0.53427883,-0.1589326,0.92338121
1.0757352,0.50553831,-0.19160344,0.93001363
1.10432775,0.50676654,-0.23704785,0.95212172
1.07729624,0.50332751,-0.21543105,0.92780283
1.0864065,0.52396172,-0.19037522,0.93247009
