Svtotal,Ax,Ay,Az
1.04043931,0.57800372,0.70745887,0.49792331
1.03321325,0.58144276,0.71237177,0.47114795
1.02071654,0.63646733,0.67478802,0.42594919
1.10131708,0.6730685,0.74700778,0.44928551
1.07945377,0.65808413,0.72760179,0.45026809
1.03977736,0.62074603,0.70991532,0.43798582
0.95041519,0.56179112,0.65832978,0.39278706
1.06890879,0.6438367,0.76248344,0.38296124
1.01024138,0.60477907,0.72146066,0.366503
1.00903403,0.59618148,0.7244084,0.3714159
1.09749759,0.6330283,0.80129542,0.40212158
1.13081109,0.6573472,0.78680234,0.47704344
1.07967006,0.60428778,0.80989301,0.38025914
1.10146215,0.63155443,0.82143835,0.37362671
1.12633987,0.64039766,0.84305515,0.38443511
1.09914488,0.49374733,0.87744551,0.44093356
1.0736055,0.45444406,0.88432358,0.40506933
1.0259941,0.36822251,0.84919628,0.44265308
1.02969426,0.33235828,0.86368937,0.45149632
1.00948468,0.29919615,0.85484613,0.44584647
1.00126603,0.28642258,0.86811098,0.40850837
0.92943694,0.20044668,0.80768221,0.41391257
1.0677754,0.23974995,0.91748572,0.49079959
0.9664591,0.18816441,0.83126417,0.45567229
0.93112114,0.14763291,0.80399752,0.44584647
0.8976967,0.05330506,0.75609666,0.48097377
0.98945498,0.17440826,0.86516324,0.44732035
0.89804983,0.15475663,0.77108103,0.4335642
0.83388338,0.13436806,0.71458258,0.40826272
0.8017612,0.07762396,0.6973874,0.38787415
0.86837682,0.02382761,0.72858437,0.47188489
0.78435854,-0.11987497,0.60256826,0.4876062
0.97345234,0.24073253,0.81824496,0.46918279
0.92268328,0.21543105,0.7595357,0.47753473
1.00176834,0.27585983,0.8108756,0.5195401
1.00427562,0.29673969,0.81726238,0.50259057
0.9650277,0.34807959,0.74749907,0.50136234
0.98153687,0.36257267,0.78041556,0.47213053
1.09154272,0.61828957,0.84772241,0.30091566
0.93284851,0.4876062,0.73693632,0.2989505
0.54939244,0.1184011,0.47041102,0.25792771
0.54014572,0.14296565,0.48416716,0.19209473
0.36659592,-0.08916929,0.09039752,0.34390362
1.13347594,-0.169741,-0.37239849,1.05701233
1.05430705,0.43331856,0.18570795,0.94303284
1.10185942,0.54828062,0.01965164,0.95556076
1.34648439,0.48048248,0.26456014,1.22970107
2.17531804,-0.99117935,0.49399298,1.87230954
1.95157233,-0.97005384,0.42029935,1.64042025
1.56110417,-0.40506933,0.1102948,1.50359574
5.60604674,0.01596695,-0.73054954,5.55821936
5.78712651,0.07639573,0.04790086,5.78642397
0.74772362,-0.45051374,0.56031725,0.20535959
0.41316548,-0.088678,-0.25596255,0.31196971
0.83417857,0.12257707,-0.79048702,0.23655656
1.22685539,0.24834754,0.0940822,1.19776716
0.74840067,0.21518541,0.00245645,0.71679339
0.58064472,-0.04225102,-0.12036627,0.56645838
0.67534959,-0.12331401,0.04446182,0.66250575
0.62108446,-0.07418492,0.04691828,0.61485054
0.5727011,0.15058065,0.05551587,0.54975449
2.3967619,-0.09457349,-1.8634663,1.50433267
3.16112053,-0.65636461,-2.900827,1.07101412
1.99091108,0.97594933,-1.71141178,0.28691387
1.33667992,0.9562977,-0.45419842,0.81603415
0.87685974,0.46476117,-0.13977226,0.73030389
0.99539573,0.41415821,-0.80571704,0.41243869
1.34186876,0.51413591,-1.20366265,0.29575711
1.41387956,0.58488179,-1.2363335,0.3583967
1.51425463,0.51167945,-1.30585116,0.57088
1.09532249,0.45075938,-0.8536179,0.51757494
1.07590201,0.50209928,-0.7703441,0.55859773
1.12087971,0.50995993,-0.83617708,0.54508723
1.32195706,0.34537749,-1.12677563,0.59888358
