Svtotal,Ax,Ay,Az
1.01458674,0.53550706,0.83003594,0.23164365
1.00726019,0.52887463,0.82610561,0.22894155
1.01363709,0.5249443,0.83519449,0.23311752
1.03785445,0.52592689,0.86221549,0.23901301
1.02863722,0.51143381,0.85926775,0.24122382
1.02951528,0.51855752,0.85632,0.24024124
1.03678705,0.52150527,0.8644263,0.23606527
1.02785558,0.50308186,0.86221549,0.2449085
1.02132051,0.48932572,0.86319807,0.24196076
1.0163726,0.48686926,0.85803952,0.24441721
1.02074208,0.48293893,0.86344372,0.25129528
1.03955264,0.48686926,0.88358665,0.25080399
1.03731788,0.48588668,0.88383229,0.24245205
1.01721257,0.46476117,0.87228696,0.24048689
1.01550297,0.455181,0.87425212,0.24441721
1.03062066,0.42251016,0.89857102,0.27610547
1.03121795,0.44461825,0.89218424,0.26406885
1.00333227,0.455181,0.85853081,0.24982141
0.9956936,0.44486389,0.85067016,0.26431449
1.02181502,0.41219305,0.8914473,0.28200096
1.01438234,0.43921405,0.8725326,0.27340337
1.02360222,0.45100503,0.87572599,0.27831628
1.00329233,0.42619484,0.86737405,0.26947305
1.00137682,0.42103628,0.86737405,0.27045563
1.00105933,0.41317563,0.87032179,0.2719295
1.01249544,0.4092453,0.88383229,0.27659676
1.02069085,0.39548916,0.90176441,0.26873611
1.02192793,0.40138465,0.90004489,0.27045563
1.01823223,0.40040207,0.89636021,0.27020998
1.02212746,0.41612337,0.89906231,0.25154093
1.02029968,0.41366692,0.89832537,0.25080399
1.01860142,0.41784289,0.89390375,0.25276916
1.01361226,0.41022788,0.8941494,0.24417157
1.02118251,0.3876285,0.90962506,0.25522561
1.02477469,0.38689157,0.91355539,0.25669948
1.01984715,0.38468076,0.91060764,0.25080399
1.00879108,0.38075043,0.90029054,0.24933012
1.01103294,0.37092461,0.90544909,0.25448868
1.02148206,0.37755704,0.91601184,0.24859318
1.02591667,0.36134444,0.93001363,0.23876737
1.01149174,0.35888799,0.91674878,0.23213494
1.00887135,0.36478348,0.91257281,0.22795897
1.01631074,0.37043332,0.91748572,0.23213494
1.02272634,0.36478348,0.92583766,0.23606527
1.03730979,0.3638009,0.94155897,0.23901301
1.01249302,0.35250121,0.91945088,0.23557398
1.01955876,0.3475883,0.93222444,0.22280041
1.03125648,0.34586878,0.94598059,0.22132654
1.02912332,0.34390362,0.94573494,0.21543105
1.03086516,0.32965618,0.95138479,0.2210809
1.00985214,0.27536854,0.94598059,0.22157219
1.0438713,0.2800358,0.97914272,0.2291872
1.04106743,0.27438596,0.98503821,0.19553377
0.99414397,0.2719295,0.94082203,0.17096923
1.02454004,0.26603401,0.96587787,0.21444847
1.01899256,0.28519436,0.96219319,0.17661907
1.0301181,0.28593129,0.97275594,0.18202327
1.06250229,0.31295229,0.99805742,0.18669053
1.05434863,0.3097589,0.99412709,0.16556503
1.00670794,0.25276916,0.95678899,0.18472537
1.08527028,0.25375174,1.0422736,0.16458244
1.07094138,0.34857088,1.00198775,0.14640468
1.02151446,0.31418052,0.95875415,0.15991518
1.02075742,0.31639133,0.95949109,0.14566775
1.04117639,0.29673969,0.99117935,0.11643594
0.99915572,0.2638232,0.94966527,0.16384551
1.00629211,0.34906217,0.94303284,0.03832069
0.68891569,0.16826713,0.65808413,0.11496207
0.8055253,0.12970079,0.7703441,0.19651635
0.84672486,0.13878967,0.77181797,0.31933907
0.85099015,0.11717287,0.79343477,0.28445742
0.71582249,0.25743642,0.63744992,0.1994641
0.34728575,0.09383656,0.2368022,0.23606527
0.66682589,0.49669508,0.41686031,-0.15549356
0.96766006,0.3687138,0.82561432,0.34464055
0.97831059,0.5843905,0.62025473,0.48048248
0.77971144,0.22402864,0.72858437,0.16409115
2.48316594,-1.52545818,0.31442616,1.93396655
1.31303666,-0.65513639,0.58267098,0.9774232
1.02408597,0.54017432,0.29502017,0.8184906
0.8643057,-0.14222871,-0.05232248,0.8509158
2.34656064,0.27585983,0.4200537,2.2921176
6.26386125,0.95924544,1.46994231,6.01290907
0.97158004,0.79048702,-0.5465611,0.14272
1.33160167,-0.44314437,0.46279601,1.16730713
0.78891499,0.60944634,0.10955787,0.48883442
0.49912403,0.2021662,-0.25006706,0.38173301
0.68562846,0.08843236,-0.40605191,0.54533288
2.60109327,0.06092007,-2.01306438,1.64607009
2.21328042,0.21715057,-1.8769768,1.1525684
1.55320601,0.85779388,-1.0287631,0.78631105
1.31547511,0.94647188,-0.65661026,0.63523911
1.05439235,0.63941508,-0.64138024,0.53992868
1.05789498,0.15524792,-0.94843704,0.44216179
1.4192858,0.25350609,-0.89758844,1.06978589
1.40825533,0.44191615,-0.91085329,0.97889708
1.31500816,0.78287202,-0.7136,0.77918733
1.30109875,0.57407339,-0.70205467,0.93296138
1.07765351,0.31172406,-0.70230031,0.75560537
1.1162718,0.23041542,-0.77722217,0.76739635
1.12857169,0.29059856,-0.77795911,0.76420296
1.16282008,0.28175532,-0.79589122,0.79957591
1.24755457,0.6222199,-0.72956696,0.79810203
1.19120657,0.70844145,-0.55049143,0.78360895
1.13254867,0.34979911,-0.45640923,0.97570369
1.10725698,0.27217515,-0.51020558,0.94426107
1.13691392,0.20167491,-0.58807518,0.95187608
1.13854372,0.16556503,-0.6384325,0.92804847
1.12229541,0.18276021,-0.61558747,0.92043346
1.04195933,0.21051814,-0.34611442,0.95998238
1.00116273,0.22230912,-0.31737391,0.92313556
1.0688979,0.12134885,-0.40531498,0.98159918
1.09523867,0.18570795,-0.42791436,0.9909337
